id,pop,shop,brand,container,capacity,price,quantity
3615,138560,shop_2,orange-power,plastic,1.5lt,1.52,37972
3616,138560,shop_2,orange-power,can,330ml,0.51,52945
3617,138560,shop_2,gazoza,glass,500ml,0.61,53981
3618,138560,shop_2,gazoza,plastic,1.5lt,0.97,50130
3619,138560,shop_2,lemon-boost,glass,500ml,0.83,32557
3620,138560,shop_2,lemon-boost,plastic,1.5lt,2.16,21060
3621,167001,shop_6,kinder-cola,glass,500ml,1.39,27289
3622,167001,shop_6,kinder-cola,plastic,1.5lt,3.59,17466
3623,167001,shop_6,kinder-cola,can,330ml,0.72,33167
3624,167001,shop_6,adult-cola,glass,,1.06,49039
3625,167001,shop_6,adult-cola,plastic,1.5lt,2.57,31897
3626,167001,shop_6,adult-cola,can,330ml,0.59,62575
3627,167001,shop_6,orange-power,glass,500ml,0.8,68112
3628,167001,shop_6,orange-power,plastic,1.5lt,2.17,33385
3629,167001,shop_6,orange-power,can,330ml,0.59,51522
3630,167001,shop_6,gazoza,glass,500ml,0.64,67864
3631,167001,shop_6,gazoza,plastic,1.5lt,1.21,47306
3632,167001,shop_6,gazoza,can,330ml,0.38,73695
3633,167001,shop_6,lemon-boost,glass,500ml,0.95,39169
3634,167001,shop_6,lemon-boost,plastic,1.5lt,2.09,29015
3635,167001,shop_6,lemon-boost,can,330ml,0.41,65412
3636,351650,shop_4,kinder-cola,glass,500ml,1.35,23320
3637,351650,shop_4,kinder-cola,plastic,1.5lt,2.58,17174
3638,351650,shop_4,kinder-cola,can,330ml,0.51,39611
3639,351650,shop_4,adult-cola,glass,500ml,1.1,39520
3640,351650,shop_4,adult-cola,plastic,1.5lt,2.48,28845
3641,351650,shop_4,adult-cola,can,330ml,0.85,26482
3642,351650,shop_4,orange-power,glass,500ml,0.91,42182
3643,351650,shop_4,orange-power,can,330ml,0.45,68317
3644,351650,shop_4,gazoza,glass,500ml,0.59,62135
3645,351650,shop_4,gazoza,plastic,1.5lt,0.83,55977
3646,351650,shop_4,gazoza,can,330ml,0.38,55433
3647,351650,shop_4,lemon-boost,glass,500ml,1.18,21127
3648,351650,shop_4,lemon-boost,plastic,1.5lt,1.98,25502
3649,351650,shop_4,lemon-boost,can,330ml,0.57,42508
3650,667237,shop_3,kinder-cola,glass,500ml,1.06,15229
3651,667237,shop_3,kinder-cola,plastic,1.5lt,2.53,13262
3652,667237,shop_3,adult-cola,glass,500ml,1.2,20783
3653,667237,shop_3,adult-cola,plastic,1.5lt,2.86,14456
3654,667237,shop_3,adult-cola,can,330ml,0.69,27586
3655,667237,shop_3,orange-power,glass,500ml,1.02,20121
3656,667237,shop_3,orange-power,plastic,1.5lt,1.74,20165
3657,667237,shop_3,orange-power,can,330ml,0.44,37650
3658,667237,shop_3,gazoza,glass,500ml,0.57,43809
3659,667237,shop_3,gazoza,plastic,1.5lt,1.15,26599
3660,667237,shop_3,gazoza,can,330ml,0.34,42036
3661,141732,shop_5,kinder-cola,glass,500ml,1.48,13972
3662,141732,shop_5,kinder-cola,plastic,1.5lt,3.12,9887
3663,141732,shop_5,kinder-cola,can,330ml,0.76,16240
3664,141732,shop_5,adult-cola,glass,500ml,0.9,31481
3665,141732,shop_5,adult-cola,plastic,1.5lt,3.12,12959
3666,141732,shop_5,adult-cola,can,330ml,0.67,32434
3667,141732,shop_5,orange-power,glass,500ml,1.02,25609
3668,141732,shop_5,orange-power,plastic,1.5lt,1.53,31780
3669,141732,shop_5,orange-power,can,330ml,0.5,37756
3670,141732,shop_5,gazoza,glass,500ml,0.61,48250
3671,141732,shop_5,gazoza,plastic,1.5lt,1.13,28814
3672,141732,shop_5,lemon-boost,glass,500ml,0.88,24430
3673,141732,shop_5,lemon-boost,plastic,1.5lt,1.46,20722
3674,351650,shop_4,orange-power,plastic,1.5lt,2.48,21462
3675,667237,shop_3,lemon-boost,plastic,1.5lt,1.59,21365
3676,667237,shop_1,lemon-boost,glass,500ml,1.13,14545
3677,138560,shop_2,lemon-boost,can,330ml,0.33,53763
3678,667237,shop_1,gazoza,glass,500ml,0.56,56241
3679,141732,shop_5,lemon-boost,can,330ml,0.72,16097
3680,667237,shop_3,lemon-boost,glass,500ml,1.26,9440
3681,667237,shop_3,kinder-cola,can,330ml,0.85,12884
3682,138560,shop_2,adult-cola,glass,500ml,1.23,25714
3683,138560,shop_2,kinder-cola,plastic,1.5lt,3.09,15611
3684,667237,shop_3,lemon-boost,can,330ml,0.59,17998
3685,138560,shop_2,gazoza,can,330ml,0.26,83601
3686,667237,shop_1,gazoza,can,330ml,0.4,38536
3687,667237,shop_1,gazoza,plastic,1.5lt,0.77,43836
3688,141732,shop_5,gazoza,can,330ml,0.25,59516
3689,667237,shop_1,lemon-boost,can,330ml,0.56,34355
3690,667237,shop_1,kinder-cola,glass,500ml,1.44,15994
3691,667237,shop_1,kinder-cola,plastic,1.5lt,3.4,12306
3692,667237,shop_1,kinder-cola,can,330ml,0.53,28902
3693,667237,shop_1,adult-cola,glass,500ml,1.18,26319
3694,667237,shop_1,adult-cola,plastic,1.5lt,2.28,23339
3695,667237,shop_1,adult-cola,can,330ml,0.73,32072
3696,667237,shop_1,orange-power,glass,500ml,1,29927
3697,667237,shop_1,orange-power,plastic,1.5lt,0.89,44025
3698,667237,shop_1,orange-power,can,330ml,0.62,30715
3699,667237,shop_1,gazoza,glass,500ml,0.59,58662
3700,667237,shop_1,gazoza,plastic,1.5lt,1.06,41517
3701,667237,shop_1,gazoza,can,330ml,0.36,56576
3702,667237,shop_1,lemon-boost,glass,500ml,1.16,17943
3703,667237,shop_1,lemon-boost,plastic,1.5lt,1.73,22621
3704,667237,shop_1,lemon-boost,can,330ml,0.56,30584
3705,138560,shop_2,kinder-cola,glass,500ml,1.25,25378
3706,138560,shop_2,kinder-cola,plastic,1.5lt,3.39,14073
3707,138560,shop_2,kinder-cola,can,330ml,0.82,28913
3708,138560,shop_2,adult-cola,plastic,1.5lt,3.1,20433
3709,138560,shop_2,adult-cola,can,330ml,0.59,52350
3710,138560,shop_2,orange-power,glass,500ml,0.7,68149
3711,138560,shop_2,orange-power,plastic,1.5lt,2.03,32458
3712,138560,shop_2,orange-power,can,330ml,0.55,44852
3713,138560,shop_2,gazoza,glass,500ml,0.72,46415
3714,138560,shop_2,gazoza,plastic,1.5lt,1.03,43709
3715,138560,shop_2,gazoza,can,330ml,0.33,77360
3716,138560,shop_2,lemon-boost,plastic,1.5lt,2.51,20865
3717,138560,shop_2,lemon-boost,can,330ml,0.61,35275
3718,167001,shop_6,kinder-cola,glass,500ml,0.96,46224
3719,167001,shop_6,adult-cola,glass,500ml,1.19,38040
3720,167001,shop_6,adult-cola,can,330ml,0.54,69470
3721,167001,shop_6,orange-power,,500ml,0.81,74253
3722,167001,shop_6,gazoza,glass,500ml,0.62,102398
3723,167001,shop_6,lemon-boost,glass,500ml,0.83,57315
3724,167001,shop_6,lemon-boost,plastic,1.5lt,2.33,24311
3725,167001,shop_6,lemon-boost,can,330ml,0.57,51322
3726,351650,shop_4,kinder-cola,glass,500ml,1.26,25167
3727,351650,shop_4,kinder-cola,plastic,1.5lt,3.45,16822
3728,351650,shop_4,kinder-cola,can,330ml,0.65,33685
3729,351650,shop_4,adult-cola,glass,500ml,1.27,31103
3730,351650,shop_4,adult-cola,plastic,1.5lt,2.37,33413
3731,351650,shop_4,orange-power,plastic,1.5lt,1.72,43479
3732,351650,shop_4,gazoza,glass,500ml,0.61,68413
3733,351650,shop_4,gazoza,plastic,1.5lt,1.09,43739
3734,351650,shop_4,gazoza,can,330ml,0.31,95120
3735,351650,shop_4,lemon-boost,glass,500ml,0.78,43397
3736,351650,shop_4,lemon-boost,can,330ml,0.52,43435
3737,667237,shop_3,kinder-cola,glass,500ml,1.47,13938
3738,667237,shop_3,kinder-cola,plastic,1.5lt,0.54,19866
3739,667237,shop_3,kinder-cola,can,330ml,1.07,11009
3740,667237,shop_3,adult-cola,glass,500ml,1.33,16330
3741,667237,shop_3,adult-cola,can,330ml,0.66,31618
3742,667237,shop_3,orange-power,glass,500ml,1,26642
3743,667237,shop_3,orange-power,plastic,1.5lt,1.66,27188
3744,667237,shop_3,orange-power,can,330ml,0.53,34386
3745,667237,shop_3,gazoza,glass,500ml,0.76,26139
3746,667237,shop_3,lemon-boost,glass,500ml,1.09,17745
3747,667237,shop_3,lemon-boost,plastic,1.5lt,1.94,14444
3748,667237,shop_3,lemon-boost,can,330ml,0.55,30679
3749,141732,shop_5,kinder-cola,glass,500ml,0.68,24940
3750,141732,shop_5,kinder-cola,plastic,1.5lt,3.47,10360
3751,141732,shop_5,kinder-cola,can,330ml,0.81,18204
3752,141732,shop_5,adult-cola,glass,500ml,1.44,16323
3753,141732,shop_5,adult-cola,plastic,1.5lt,3.16,15144
3754,141732,shop_5,adult-cola,can,330ml,0.76,30974
3755,141732,shop_5,orange-power,glass,500ml,0.87,37967
3756,141732,shop_5,orange-power,plastic,1.5lt,1.8,34735
3757,141732,shop_5,gazoza,glass,500ml,0.73,31835
3758,141732,shop_5,gazoza,plastic,1.5lt,1.44,19535
3759,141732,shop_5,gazoza,can,330ml,0.31,63948
3760,141732,shop_5,lemon-boost,can,330ml,0.44,38017
3761,167001,shop_6,kinder-cola,plastic,1.5lt,2.44,26954
3762,167001,shop_6,orange-power,plastic,1.5lt,2,40662
3763,351650,shop_4,lemon-boost,plastic,1.5lt,2.43,22728
3764,167001,shop_6,gazoza,can,330ml,0.32,105159
3765,667237,shop_3,adult-cola,plastic,1.5lt,4.04,8068
3766,167001,shop_6,kinder-cola,can,330ml,0.99,26571
3767,167001,shop_6,adult-cola,plastic,1.5lt,2.14,42611
3768,351650,shop_4,orange-power,glass,500ml,0.57,78101
3769,141732,shop_5,orange-power,can,330ml,0.31,52329
3770,351650,shop_4,adult-cola,can,330ml,0.65,53862
3771,138560,shop_2,lemon-boost,glass,500ml,0.9,37837
3772,167001,shop_6,orange-power,can,330ml,0.52,67693
3773,138560,shop_2,adult-cola,glass,500ml,0.98,47226
3774,141732,shop_5,lemon-boost,plastic,1.5lt,1.89,22701
3775,141732,shop_5,lemon-boost,glass,500ml,0.88,30391
3776,667237,shop_3,gazoza,plastic,1.5lt,0.92,35019
3777,667237,shop_3,gazoza,can,330ml,0.28,63652
3778,351650,shop_4,orange-power,can,330ml,0.28,98560
3779,167001,shop_6,gazoza,plastic,1.5lt,1.25,47525
3780,667237,shop_1,kinder-cola,glass,500ml,1.61,13875
3781,667237,shop_1,kinder-cola,plastic,1.5lt,3.02,16467
3782,667237,shop_1,kinder-cola,can,330ml,0.76,28117
3783,667237,shop_1,adult-cola,glass,500ml,0.82,38276
3784,667237,shop_1,adult-cola,can,330ml,0.66,45512
3785,667237,shop_1,orange-power,glass,500ml,0.97,35532
3786,667237,shop_1,orange-power,plastic,1.5lt,0.32,54488
3787,667237,shop_1,orange-power,can,330ml,0.6,39857
3788,667237,shop_1,gazoza,glass,500ml,0.56,72618
3789,667237,shop_1,gazoza,plastic,1.5lt,1.27,31698
3790,667237,shop_1,gazoza,can,330ml,0.31,67293
3791,667237,shop_1,lemon-boost,plastic,1.5lt,1.57,28896
3792,667237,shop_1,lemon-boost,can,330ml,0.53,38832
3793,138560,shop_2,kinder-cola,plastic,1.5lt,3.38,17852
3794,138560,shop_2,kinder-cola,can,330ml,0.79,28185
3795,138560,shop_2,adult-cola,glass,500ml,1.1,41247
3796,138560,shop_2,adult-cola,can,330ml,0.71,45110
3797,138560,shop_2,orange-power,glass,500ml,0.6,96045
3798,138560,shop_2,orange-power,plastic,1.5lt,2.07,29170
3799,138560,shop_2,orange-power,can,330ml,0.59,43637
3800,138560,shop_2,gazoza,glass,500ml,0.6,76956
3801,138560,shop_2,gazoza,can,330ml,0.4,70720
3802,138560,shop_2,lemon-boost,glass,500ml,0.98,40118
3803,138560,shop_2,lemon-boost,plastic,1.5lt,2.45,20629
3804,138560,shop_2,lemon-boost,can,330ml,0.33,67979
3805,167001,shop_6,kinder-cola,glass,500ml,1.42,31349
3806,167001,shop_6,kinder-cola,plastic,1.5lt,3.39,22745
3807,167001,shop_6,kinder-cola,can,330ml,0.79,39113
3808,167001,shop_6,adult-cola,glass,500ml,0.9,74104
3809,167001,shop_6,adult-cola,plastic,1.5lt,2.57,40361
3810,167001,shop_6,adult-cola,can,330ml,0.44,97326
3811,167001,shop_6,orange-power,glass,500ml,0.84,77148
3812,167001,shop_6,orange-power,plastic,1.5lt,1.86,56913
3813,167001,shop_6,gazoza,plastic,1.5lt,1.05,72176
3814,167001,shop_6,gazoza,can,330ml,0.34,92806
3815,167001,shop_6,lemon-boost,glass,500ml,0.93,51848
3816,167001,shop_6,lemon-boost,can,330ml,0.51,65092
3817,351650,shop_4,kinder-cola,glass,500ml,1.57,19098
3818,351650,shop_4,kinder-cola,plastic,1.5lt,2.17,27545
3819,351650,shop_4,kinder-cola,can,330ml,0.63,35387
3820,351650,shop_4,adult-cola,glass,500ml,1.06,44821
3821,351650,shop_4,adult-cola,plastic,1.5lt,2.43,34395
3822,351650,shop_4,adult-cola,can,330ml,0.61,57442
3823,351650,shop_4,orange-power,glass,500ml,0.97,42477
3824,351650,shop_4,orange-power,can,330ml,0.4,88685
3825,351650,shop_4,gazoza,glass,500ml,0.71,56069
3826,351650,shop_4,gazoza,plastic,1.5lt,1.37,42914
3827,351650,shop_4,gazoza,can,330ml,0.37,70264
3828,351650,shop_4,lemon-boost,glass,500ml,1,37282
3829,351650,shop_4,lemon-boost,plastic,1.5lt,1.88,34663
3830,667237,shop_3,kinder-cola,can,330ml,0.89,17781
3831,667237,shop_3,adult-cola,glass,500ml,1.22,23822
3832,667237,shop_3,adult-cola,can,330ml,0.54,45899
3833,667237,shop_3,orange-power,plastic,1.5lt,1.89,32117
3834,667237,shop_3,orange-power,can,330ml,0.54,46736
3835,667237,shop_3,gazoza,glass,500ml,0.63,50008
3836,667237,shop_3,gazoza,can,330ml,0.36,48394
3837,667237,shop_3,lemon-boost,glass,500ml,0.95,25779
3838,667237,shop_3,lemon-boost,plastic,1.5lt,2.74,10160
3839,667237,shop_3,lemon-boost,can,330ml,0.7,21711
3840,141732,shop_5,kinder-cola,glass,500ml,1.12,21801
3841,141732,shop_5,kinder-cola,can,330ml,0.55,25708
3842,141732,shop_5,adult-cola,plastic,1.5lt,3.06,18569
3843,141732,shop_5,adult-cola,can,330ml,0.72,38166
3844,141732,shop_5,orange-power,glass,500ml,0.84,41375
3845,141732,shop_5,orange-power,plastic,1.5lt,1.05,57131
3846,141732,shop_5,orange-power,can,330ml,0.42,68563
3847,141732,shop_5,gazoza,glass,500ml,0.66,41482
3848,141732,shop_5,gazoza,can,330ml,0.3,52686
3849,141732,shop_5,lemon-boost,glass,500ml,1.15,17231
3850,141732,shop_5,lemon-boost,can,330ml,0.56,36528
3851,351650,shop_4,orange-power,plastic,1.5lt,1.97,38458
3852,167001,shop_6,lemon-boost,plastic,1.5lt,1.8,44112
3853,138560,shop_2,kinder-cola,glass,500ml,1.07,32664
3854,141732,shop_5,gazoza,plastic,1.5lt,0.64,54420
3855,167001,shop_6,orange-power,can,330ml,0.51,82723
3856,167001,shop_6,gazoza,glass,500ml,0.64,94878
3857,667237,shop_1,lemon-boost,glass,500ml,0.87,40284
3858,667237,shop_3,orange-power,glass,500ml,0.78,51333
3859,138560,shop_2,adult-cola,plastic,1.5lt,2.51,26599
3860,141732,shop_5,adult-cola,glass,500ml,0.99,39549
3861,138560,shop_2,gazoza,plastic,1.5lt,1.11,50187
3862,141732,shop_5,lemon-boost,plastic,1.5lt,1.71,21664
3863,667237,shop_3,adult-cola,plastic,1.5lt,2.05,19303
3864,667237,shop_3,kinder-cola,plastic,1.5lt,1.9,16330
3865,667237,shop_3,kinder-cola,glass,500ml,1.69,9724
3866,667237,shop_1,adult-cola,plastic,1.5lt,2.93,19605
3867,141732,shop_5,kinder-cola,plastic,1.5lt,3.62,12801
3868,351650,shop_4,lemon-boost,can,330ml,0.54,49928
3869,667237,shop_3,gazoza,plastic,1.5lt,1.2,27106
3870,667237,shop_1,kinder-cola,glass,500ml,1.55,12806
3871,667237,shop_1,kinder-cola,plastic,1.5lt,2.56,18413
3872,667237,shop_1,kinder-cola,can,330ml,0.91,16720
3873,667237,shop_1,adult-cola,glass,500ml,0.56,48911
3874,667237,shop_1,orange-power,glass,500ml,0.98,30040
3875,667237,shop_1,orange-power,plastic,1.5lt,1.38,34732
3876,667237,shop_1,orange-power,can,330ml,0.42,58645
3877,667237,shop_1,gazoza,glass,500ml,0.58,51050
3878,667237,shop_1,gazoza,plastic,1.5lt,1.28,30338
3879,667237,shop_1,gazoza,can,330ml,0.35,43654
3880,667237,shop_1,lemon-boost,glass,500ml,1.03,25660
3881,667237,shop_1,lemon-boost,plastic,1.5lt,1.57,26573
3882,667237,shop_1,lemon-boost,can,330ml,0.53,35375
3883,138560,shop_2,kinder-cola,glass,500ml,1.27,19581
3884,138560,shop_2,kinder-cola,can,330ml,0.65,28908
3885,138560,shop_2,adult-cola,glass,500ml,0.99,45029
3886,138560,shop_2,orange-power,plastic,1.5lt,2.13,27107
3887,138560,shop_2,orange-power,can,330ml,0.48,54801
3888,138560,shop_2,gazoza,glass,500ml,0.71,42821
3889,138560,shop_2,gazoza,plastic,1.5lt,1.27,30231
3890,138560,shop_2,gazoza,can,330ml,0.33,62577
3891,138560,shop_2,lemon-boost,glass,500ml,0.74,42090
3892,138560,shop_2,lemon-boost,can,330ml,0.55,38612
3893,167001,shop_6,kinder-cola,glass,500ml,1.34,28089
3894,167001,shop_6,kinder-cola,plastic,1.5lt,2.67,23488
3895,167001,shop_6,kinder-cola,can,330ml,0.87,31911
3896,167001,shop_6,adult-cola,glass,500ml,1.51,27718
3897,167001,shop_6,adult-cola,can,330ml,0.48,78633
3898,167001,shop_6,orange-power,glass,500ml,0.89,48700
3899,167001,shop_6,orange-power,plastic,1.5lt,2,32465
3900,167001,shop_6,orange-power,can,330ml,0.62,42481
3901,167001,shop_6,gazoza,glass,500ml,0.69,74009
3902,167001,shop_6,gazoza,plastic,1.5lt,0.96,63667
3903,167001,shop_6,gazoza,can,330ml,0.39,69500
3904,167001,shop_6,lemon-boost,glass,500ml,1.04,42923
3905,351650,shop_4,kinder-cola,glass,500ml,1.44,18154
3906,351650,shop_4,kinder-cola,plastic,1.5lt,1.97,23793
3907,351650,shop_4,kinder-cola,can,330ml,0.75,26605
3908,351650,shop_4,adult-cola,glass,500ml,1.13,43510
3909,351650,shop_4,adult-cola,plastic,1.5lt,2.9,23755
3910,351650,shop_4,adult-cola,can,330ml,0.6,49717
3911,351650,shop_4,orange-power,glass,500ml,0.89,45914
3912,351650,shop_4,orange-power,plastic,1.5lt,2.08,31626
3913,351650,shop_4,orange-power,can,330ml,0.46,60495
3914,351650,shop_4,gazoza,glass,500ml,0.61,75806
3915,351650,shop_4,gazoza,plastic,1.5lt,1.5,26590
3916,351650,shop_4,gazoza,can,330ml,0.36,71628
3917,351650,shop_4,lemon-boost,glass,500ml,0.74,49162
3918,351650,shop_4,lemon-boost,plastic,1.5lt,2.33,25024
3919,351650,shop_4,lemon-boost,can,330ml,0.64,26577
3920,667237,shop_3,kinder-cola,plastic,1.5lt,1.4,17167
3921,667237,shop_3,kinder-cola,can,330ml,0.62,22990
3922,667237,shop_3,adult-cola,glass,500ml,1.26,17877
3923,667237,shop_3,adult-cola,plastic,1.5lt,2.5,17717
3924,667237,shop_3,adult-cola,can,330ml,0.46,38767
3925,667237,shop_3,orange-power,glass,500ml,0.8,29682
3926,667237,shop_3,orange-power,plastic,1.5lt,1.22,26980
3927,667237,shop_3,orange-power,can,330ml,0.53,28344
3928,667237,shop_3,gazoza,glass,500ml,0.56,45322
3929,667237,shop_3,gazoza,can,330ml,0.41,30955
3930,667237,shop_3,lemon-boost,glass,500ml,0.94,23695
3931,667237,shop_3,lemon-boost,plastic,1.5lt,1.13,23782
3932,667237,shop_3,lemon-boost,can,330ml,0.58,20731
3933,141732,shop_5,kinder-cola,glass,500ml,1.13,17132
3934,141732,shop_5,kinder-cola,plastic,1.5lt,3.5,10990
3935,141732,shop_5,adult-cola,plastic,1.5lt,3.26,13158
3936,141732,shop_5,adult-cola,can,330ml,0.64,34934
3937,141732,shop_5,orange-power,glass,500ml,0.9,38675
3938,141732,shop_5,orange-power,plastic,1.5lt,1.64,24337
3939,141732,shop_5,orange-power,can,330ml,0.44,45999
3940,141732,shop_5,gazoza,plastic,1.5lt,1.39,21884
3941,141732,shop_5,gazoza,can,330ml,0.45,20898
3942,141732,shop_5,lemon-boost,plastic,1.5lt,1.45,25252
3943,138560,shop_2,lemon-boost,plastic,1.5lt,1.9,24534
3944,667237,shop_3,kinder-cola,glass,500ml,0.9,20987
3945,138560,shop_2,adult-cola,plastic,1.5lt,1.9,36164
3946,167001,shop_6,lemon-boost,can,330ml,0.57,56209
3947,141732,shop_5,adult-cola,glass,500ml,1.11,27867
3948,667237,shop_1,adult-cola,can,330ml,0.57,40419
3949,141732,shop_5,kinder-cola,can,330ml,0.85,17980
3950,138560,shop_2,kinder-cola,plastic,1.5lt,3,16506
3951,667237,shop_1,adult-cola,plastic,1.5lt,3.16,19024
3952,667237,shop_3,gazoza,plastic,1.5lt,0.63,36766
3953,141732,shop_5,lemon-boost,glass,500ml,0.94,23492
3954,167001,shop_6,adult-cola,plastic,1.5lt,3.02,29904
3955,141732,shop_5,lemon-boost,can,330ml,0.6,23234
3956,167001,shop_6,lemon-boost,plastic,1.5lt,2.23,30493
3957,138560,shop_2,adult-cola,can,330ml,0.59,42045
3958,141732,shop_5,gazoza,glass,500ml,0.83,14736
3959,138560,shop_2,orange-power,glass,500ml,1.02,31441
3960,667237,shop_1,kinder-cola,plastic,1.5lt,2.01,16859
3961,667237,shop_1,kinder-cola,can,330ml,0.63,20865
3962,667237,shop_1,adult-cola,plastic,1.5lt,2.21,18568
3963,667237,shop_1,adult-cola,can,330ml,0.52,39398
3964,667237,shop_1,orange-power,glass,500ml,1.11,23554
3965,667237,shop_1,orange-power,plastic,1.5lt,1.17,35231
3966,667237,shop_1,gazoza,glass,500ml,0.79,20328
3967,667237,shop_1,gazoza,plastic,1.5lt,1.35,23802
3968,667237,shop_1,gazoza,can,330ml,0.33,48293
3969,667237,shop_1,lemon-boost,plastic,1.5lt,1.21,24569
3970,667237,shop_1,lemon-boost,can,330ml,0.69,18137
3971,138560,shop_2,kinder-cola,glass,500ml,1.19,17525
3972,138560,shop_2,kinder-cola,plastic,1.5lt,2.88,14182
3973,138560,shop_2,kinder-cola,can,330ml,0.68,21725
3974,138560,shop_2,adult-cola,glass,500ml,1.29,23194
3975,138560,shop_2,adult-cola,plastic,1.5lt,3.78,9451
3976,138560,shop_2,adult-cola,can,330ml,0.5,41549
3977,138560,shop_2,orange-power,glass,500ml,0.66,56167
3978,138560,shop_2,orange-power,plastic,1.5lt,1.59,27200
3979,138560,shop_2,orange-power,can,330ml,0.45,53082
3980,138560,shop_2,gazoza,glass,500ml,0.63,51102
3981,138560,shop_2,gazoza,plastic,1.5lt,1.03,39314
3982,138560,shop_2,gazoza,can,330ml,0.4,37862
3983,138560,shop_2,lemon-boost,glass,500ml,0.82,31923
3984,138560,shop_2,lemon-boost,plastic,1.5lt,1.83,24266
3985,138560,shop_2,lemon-boost,can,330ml,0.6,23303
3986,167001,shop_6,kinder-cola,glass,500ml,1.46,21584
3987,167001,shop_6,kinder-cola,plastic,1.5lt,2.11,25300
3988,167001,shop_6,kinder-cola,can,330ml,0.92,27162
3989,167001,shop_6,adult-cola,glass,500ml,1.16,40172
3990,167001,shop_6,adult-cola,plastic,1.5lt,2.69,28742
3991,167001,shop_6,adult-cola,can,330ml,0.76,41118
3992,167001,shop_6,orange-power,glass,500ml,0.94,51630
3993,167001,shop_6,orange-power,plastic,1.5lt,2.01,28065
3994,167001,shop_6,orange-power,can,330ml,0.4,80609
3995,167001,shop_6,gazoza,,500ml,0.73,53633
3996,167001,shop_6,gazoza,plastic,1.5lt,1.04,54058
3997,167001,shop_6,gazoza,can,330ml,0.37,71289
3998,167001,shop_6,lemon-boost,plastic,1.5lt,2.09,29659
3999,351650,shop_4,kinder-cola,can,330ml,0.81,19565
4000,351650,shop_4,adult-cola,glass,500ml,1.25,27803
4001,351650,shop_4,adult-cola,plastic,1.5lt,1.81,27507
4002,351650,shop_4,adult-cola,can,330ml,0.31,62587
4003,351650,shop_4,orange-power,glass,500ml,0.85,50183
4004,351650,shop_4,orange-power,plastic,1.5lt,1.18,41325
4005,351650,shop_4,orange-power,can,330ml,0.35,72075
4006,351650,shop_4,gazoza,glass,500ml,0.71,40362
4007,351650,shop_4,gazoza,plastic,1.5lt,1.12,36409
4008,351650,shop_4,gazoza,can,330ml,0.43,31099
4009,351650,shop_4,lemon-boost,plastic,1.5lt,1.53,27996
4010,351650,shop_4,lemon-boost,can,330ml,0.7,18639
4011,667237,shop_3,kinder-cola,glass,500ml,1.67,7210
4012,667237,shop_3,kinder-cola,can,330ml,0.79,14973
4013,667237,shop_3,adult-cola,glass,500ml,1.26,14440
4014,667237,shop_3,adult-cola,plastic,1.5lt,1.98,16153
4015,667237,shop_3,orange-power,glass,500ml,0.88,25254
4016,667237,shop_3,orange-power,plastic,1.5lt,1.98,15994
4017,667237,shop_3,gazoza,plastic,1.5lt,1.15,21890
4018,667237,shop_3,gazoza,can,330ml,0.47,12293
4019,667237,shop_3,lemon-boost,glass,500ml,1.25,10431
4020,667237,shop_3,lemon-boost,plastic,1.5lt,2.39,11306
4021,667237,shop_3,lemon-boost,can,330ml,0.5,21453
4022,141732,shop_5,kinder-cola,glass,500ml,1.56,8756
4023,141732,shop_5,kinder-cola,can,330ml,0.72,16759
4024,141732,shop_5,adult-cola,glass,500ml,1.36,12607
4025,141732,shop_5,adult-cola,can,330ml,0.69,20823
4026,141732,shop_5,orange-power,glass,500ml,0.87,29523
4027,141732,shop_5,orange-power,plastic,1.5lt,1.6,23926
4028,141732,shop_5,orange-power,can,330ml,0.56,27912
4029,141732,shop_5,gazoza,glass,500ml,0.49,52382
4030,141732,shop_5,gazoza,plastic,1.5lt,1.05,27974
4031,141732,shop_5,gazoza,can,330ml,0.38,38868
4032,141732,shop_5,lemon-boost,glass,500ml,0.98,19222
4033,141732,shop_5,lemon-boost,plastic,1.5lt,2.66,9183
4034,141732,shop_5,lemon-boost,can,330ml,0.74,14139
4035,351650,shop_4,lemon-boost,glass,500ml,1.01,26174
4036,667237,shop_3,kinder-cola,plastic,1.5lt,3.8,5652
4037,167001,shop_6,lemon-boost,glass,500ml,1.18,24007
4038,141732,shop_5,adult-cola,plastic,1.5lt,1.95,15885
4039,667237,shop_1,kinder-cola,glass,500ml,1.13,14342
4040,667237,shop_3,adult-cola,can,330ml,0.66,26855
4041,667237,shop_1,orange-power,can,330ml,0.52,37365
4042,667237,shop_1,lemon-boost,glass,500ml,1.01,20461
4043,667237,shop_3,gazoza,glass,500ml,0.58,37514
4044,167001,shop_6,lemon-boost,can,330ml,0.6,34634
4045,667237,shop_1,adult-cola,glass,500ml,1.29,18900
4046,667237,shop_3,orange-power,can,330ml,0.41,46907
4047,141732,shop_5,kinder-cola,plastic,1.5lt,2.65,12476
4048,351650,shop_4,kinder-cola,plastic,1.5lt,2.93,16421
4049,351650,shop_4,kinder-cola,glass,500ml,1.35,18443
4050,667237,shop_1,kinder-cola,glass,500ml,1.45,10163
4051,667237,shop_1,kinder-cola,plastic,1.5lt,3.9,6568
4052,667237,shop_1,kinder-cola,can,330ml,0.92,11435
4053,667237,shop_1,adult-cola,glass,500ml,0.87,28792
4054,667237,shop_1,adult-cola,plastic,1.5lt,1.84,18105
4055,667237,shop_1,adult-cola,can,330ml,0.57,30016
4056,667237,shop_1,orange-power,glass,500ml,1.02,19024
